--------- beginning of system 
V/HisiMediaPlayer( 1460): HiMediaPlayer::getTrueHDSetting 0
V/HisiMediaPlayer( 1460): [SWITCH-PG ] create HiPlayer...done
V/HiMediaPlayerManage( 1460): message received msg=200, ext1=710, ext2=40
W/HiMediaPlayerManage( 1460): info/warning (710, 40)
V/HiMediaPlayerManage( 1460): back from callback
V/HisiMediaPlayer( 1460): enqueue PrepareCommand
I/HiPlayer( 1460): [23:48:29.114] [svr_proc_intf.c:1280] module name = hiplayer00, module id = 335  
W/MediaPlayer(10783): info/warning (710, 20)
W/MediaPlayer(10783): info/warning (710, 40)
V/HisiMediaPlayer( 1460): [SWITCH-PG ] Call doPrepare IN
W/HiPlayer( 1460): [23:48:29.116] [svr_pctrl.c:5882] Set headers data = 0x0  
E/HiPlayer( 1460): [23:48:29.116]: [svr_pctrl.c:SVR_PCTRL_Invoke:5479] media file no open, ret 0xffffffff 
E/HiPlayer( 1460): [23:48:29.116]: [svr_pctrl.c:SVR_PCTRL_Invoke:5458] media file no open, ret 0x0 
E/HiPlayer( 1460): [23:48:29.116]: [svr_pctrl.c:SVR_PCTRL_Invoke:5416] media file no open, ret 0x0 
W/HiPlayer( 1460): [23:48:29.116] [svr_pctrl.c:5489] Set buffer under run:1 
V/HisiMediaPlayer( 1460): ERR: HI_SVR_PLAYER_Invoke set buffer config fail, maybe is local file!
V/HisiMediaPlayer( 1460): BufferConfig:type(1)
V/HisiMediaPlayer( 1460): s64EventStart:500
V/HisiMediaPlayer( 1460): s64EventEnough:12000
V/HisiMediaPlayer( 1460): s64Total:20000
V/HisiMediaPlayer( 1460): s64TimeOut:0
V/HisiMediaPlayer( 1460): mUnderrun(1)
V/HisiMediaPlayer( 1460): s64BufMaxSize:20971520
E/HiPlayer( 1460): [23:48:29.117]: [svr_demuxer.c:_SVR_DEMUXER_Register:117] alredy regist demuxer, ret 0x0 
E/HiPlayer( 1460): [23:48:29.117]: [svr_url.c:_SVR_URL_Register:49] already regist protocol, ret 0x0 
I/HiPlayer( 1460): [23:48:29.117] [svr_file.c:136] use hiplayer file protocol! 
E/HiPlayer( 1460): [23:48:29.131]: [svr_lrcdec.c:LRC_DEMUXER_Find:827] not lrc file, ret 0xffffffff 
E/HiPlayer( 1460): [23:48:29.131]: [svr_subdec.c:SUB_DEMUXER_Find:883] not sub file, ret 0xffffffff 
I/HiPlayer-FFMpeg( 1460): [23:48:29.148]: [hi_svr_format.c,11254] SVR_MSG_Init cFileName: 0x31c70069
I/HiPlayer-FFMpeg( 1460): [23:48:29.149]: DRM client 0
I/HiPlayer-FFMpeg( 1460): [23:48:29.149]: HI_FORMAT_INVOKE_BUFFER_SETCONFIG Args is HI_FORMAT_BUFFER_CONFIG_TIME
I/HiPlayer-FFMpeg( 1460): [23:48:29.149]: [hi_svr_format.c:9456] set hls live stream first play num 0 
E/HiPlayer-FFMpeg( 1460): [23:48:29.149]: pReferer is NULL!
I/HiPlayer-FFMpeg( 1460): [23:48:29.150]: [hi_svr_format.c:6830] avformat_open_input start! 
I/HiPlayer-FFMpeg( 1460): [23:48:29.150]: parse fd is 27
E/HiPlayer-FFMpeg( 1460): [23:48:29.154]: TS score: 0 0
I/HiPlayer-FFMpeg( 1460): [23:48:29.220]: [hi_svr_format.c:6923] avformat_open_input success! 
I/HiPlayer-FFMpeg( 1460): [23:48:29.220]: [hi_svr_format.c:3333] find stream info before 
W/HiPlayer-FFMpeg( 1460): [23:48:29.220]: [utils.c,3776],matroska/hls flv mov mkv demuxer or network, no need probe Codec Para
W/HiPlayer-FFMpeg( 1460): [23:48:29.221]: [utils.c:3810], set noheader property 
I/HiPlayer-FFMpeg( 1460): [23:48:29.221]: [utils.c:3825] find decoder 
I/HiPlayer-FFMpeg( 1460): [23:48:29.222]: [utils.c:3869] find decoder end 
I/HiPlayer-FFMpeg( 1460): [23:48:29.222]: [utils.c,3919], All info found
I/HiPlayer-FFMpeg( 1460): [23:48:29.222]: [utils.c,4077] find stream info probe data size: 0, cost time:1 ms
I/HiPlayer-FFMpeg( 1460): [23:48:29.222]: [utils.c:4107] try get parameter end 
I/HiPlayer-FFMpeg( 1460): [23:48:29.223]: [utils.c:4158] estimate timeings end 
I/HiPlayer-FFMpeg( 1460): [23:48:29.223]: [utils.c:4176] recaculate duration end 
I/HiPlayer-FFMpeg( 1460): [23:48:29.223]: [utils.c:4179] compute chapters end 
I/HiPlayer-FFMpeg( 1460): [23:48:29.223]: [hi_svr_format.c:3341] find stream info end 
W/HiPlayer-FFMpeg( 1460): [23:48:29.223]: [hi_svr_format.c:3366] start time is invalid! 
I/HiPlayer-FFMpeg( 1460): [23:48:29.223]: [hi_svr_format.c:3424] duration = 40446667 
I/HiPlayer-FFMpeg( 1460): [23:48:29.223]: 
I/HiPlayer-FFMpeg( 1460): 
I/HiPlayer-FFMpeg( 1460): *************************************************
I/HiPlayer-FFMpeg( 1460): [23:48:29.223]: Stream type: ES 
I/HiPlayer-FFMpeg( 1460): [23:48:29.223]: Source type: LOCAL 
I/HiPlayer-FFMpeg( 1460): [23:48:29.224]: 
I/HiPlayer-FFMpeg( 1460): Program 2: 
I/HiPlayer-FFMpeg( 1460): [23:48:29.224]:    video den = 25000 
I/HiPlayer-FFMpeg( 1460): [23:48:29.224]:    video num = 1 
I/HiPlayer-FFMpeg( 1460): [23:48:29.224]:    video index = 0, codec id = 28 
I/HiPlayer-FFMpeg( 1460): [23:48:29.224]:    video 0 info: 
I/HiPlayer-FFMpeg( 1460): [23:48:29.224]: r_frame_rate fps is 25.0
I/HiPlayer-FFMpeg( 1460): [23:48:29.224]:      stream idx:   0 
I/HiPlayer-FFMpeg( 1460): [23:48:29.224]:      w * h:        1280 * 720 
I/HiPlayer-FFMpeg( 1460): [23:48:29.224]:      fps:          25.0 
I/HiPlayer-FFMpeg( 1460): [23:48:29.224]:      bps:          339464 bits/s 
I/HiPlayer-FFMpeg( 1460): [23:48:29.224]:      format:       H264 
I/HiPlayer-FFMpeg( 1460): [23:48:29.225]:    audio den = 24000 
I/HiPlayer-FFMpeg( 1460): [23:48:29.225]:    audio num = 1 
I/HiPlayer-FFMpeg( 1460): [23:48:29.225]:    audio index = 1, samplerate = 48000 
I/HiPlayer-FFMpeg( 1460): [23:48:29.225]:    audio channels = 2, blockalign = 0 
I/HiPlayer-FFMpeg( 1460): [23:48:29.225]:    audio codeid = 86018, bitrate = 63619 
I/HiPlayer-FFMpeg( 1460): [23:48:29.225]:    audio bit per sample = 16
I/HiPlayer-FFMpeg( 1460): [23:48:29.225]:    audio 0 info: 
I/HiPlayer-FFMpeg( 1460): [23:48:29.225]:      stream idx:   1 
I/HiPlayer-FFMpeg( 1460): [23:48:29.225]:      samplerate:   48000 Hz 
I/HiPlayer-FFMpeg( 1460): [23:48:29.226]:      bitpersample: 16 
I/HiPlayer-FFMpeg( 1460): [23:48:29.226]:      channels:     2 
I/HiPlayer-FFMpeg( 1460): [23:48:29.226]:      blockAlign:   0 
I/HiPlayer-FFMpeg( 1460): [23:48:29.226]:      bps:          63619 bits/s 
I/HiPlayer-FFMpeg( 1460): [23:48:29.226]:      lang:         und 
I/HiPlayer-FFMpeg( 1460): [23:48:29.226]:      samplerateidx:     6 
I/HiPlayer-FFMpeg( 1460): [23:48:29.226]:      samplerate in tab: 24000 
I/HiPlayer-FFMpeg( 1460): [23:48:29.226]:      profile:           1 
I/HiPlayer-FFMpeg( 1460): [23:48:29.226]:      channels:          2 
I/HiPlayer-FFMpeg( 1460): [23:48:29.226]:      format:       AAC 
I/HiPlayer-FFMpeg( 1460): [23:48:29.227]: 
I/HiPlayer-FFMpeg( 1460): 
I/HiPlayer-FFMpeg( 1460): *************************************************
I/HiPlayer-FFMpeg( 1460): [23:48:29.227]: HI_SVR_FORMAT_FindStream NetUrl:0
I/HiPlayer-FFMpeg( 1460): [23:48:29.227]: [hi_svr_format.c,11409] Thread_GetBufferStreamType:2
W/HiPlayer( 1460): [23:48:29.227] [svr_pctrl.c:4383] find subtitle file 
W/HiPlayer( 1460): [23:48:29.227] [svr_pctrl.c:4483] set vsink 0, asink:0 
I/HiPlayer( 1460): [23:48:29.228] [svr_padpt.c:4469] use hisi ao to output. 
I/HiPlayer( 1460): [23:48:29.230] [svr_padpt.c:4507] eStreamType:0, u32AudBufSize:2097152, u32VidBufSize:10485760 
I/HiMW_com_convert( 1469): >> precision volume input: 25
I/HiMW_com_convert( 1469): >> precision volume : -23.500000
D/HiMW_ply_tv( 1469): Check Suspend Status Begin
D/HiMW_ply_tv( 1469): Check Suspend Status End
D/HiMW_ply_tv( 1469): -----------enableAvc Begin--------
I/HiPlayer( 1460): [23:48:29.233] [svr_pctrl.c:4488] enter play unf consume 5 (increase 5 for creating padpt) 
E/HisiMediaPlayer( 1460): HI_SVR_PLAYER_SetMedia use time = 118 ms
I/HisiMediaPlayer( 1460): SetOutPutSettings 3D Support & Type: 0
I/HisiMediaPlayer( 1460): mDisplayStrategy Is 1
I/HisiMediaPlayer( 1460): OutPut Adapter Mode
I/HisiMediaPlayer( 1460): TV Support 1080P_24FPS Ability is 0
V/HisiMediaPlayer( 1460): curAStreamId is 0 format 2 subid is -1
V/HisiMediaPlayer( 1460): going to set seek mode to pos
I/HiPlayer-FFMpeg( 1460): [23:48:29.234]: [Thread_doInvoke:10043] set seek mode:1#
E/HisiMediaPlayer( 1460): ERR: HI_SVR_PLAYER_Invoke HI_FORMAT_INVOKE_SET_SEEK_MODE fail!
V/HisiMediaPlayer( 1460): going to set dobly drc mode mode to line
W/HiPlayer( 1460): [23:48:29.234] [svr_pctrl.c:5932] set dolby drcmode 2 
I/HiPlayer( 1460): [23:48:29.234] [svr_padpt.c:6315] Set s32DolbyDrcMode is 2 
V/HisiMediaPlayer( 1460): set set dobly drc mode success
V/HisiMediaPlayer( 1460): [SWITCH-PG ] Call prepareAsyncComplete IN
V/HisiMediaPlayer( 1460): HiMediaPlayer::setProcInfo,etype=6,time=1153941938
V/HisiMediaPlayer( 1460): HiMediaPlayer::prepareAsyncComplete, go to prepare_l
D/HiMW_adp_system( 1469): handleMsg:444 msgType = 1310722, args = 0x0 size=0
I/HiMW_drv_audiomanage( 1469): GEQ band:0 Gain:0
I/HiMW_drv_audiomanage( 1469): GEQ band:1 Gain:0
I/HiMW_drv_audiomanage( 1469): GEQ band:2 Gain:0
I/HiMW_drv_audiomanage( 1469): GEQ band:3 Gain:0
I/HiMW_drv_audiomanage( 1469): GEQ band:4 Gain:0
D/HiMW_Audio_Base( 1469): ----------Call enableAvc End-----------
D/HiMW_ply_tv( 1469): -----------setAvcAttr Begin--------
V/HisiMediaPlayer( 1460): prepare_l go to get file info
V/HisiMediaPlayer( 1460): *************************************************
V/HisiMediaPlayer( 1460): Stream type: ES 
V/HisiMediaPlayer( 1460): Source type: LOCAL 
V/HisiMediaPlayer( 1460): File size:   2097152 bytes 
V/HisiMediaPlayer( 1460): Start time:  0:0:0 
V/HisiMediaPlayer( 1460): Duration:    0:0:40 
V/HisiMediaPlayer( 1460): bps:         414798 bits/s 
V/HisiMediaPlayer( 1460): Program 0: 
V/HisiMediaPlayer( 1460): service name: 
V/HisiMediaPlayer( 1460): service provider: 
V/HisiMediaPlayer( 1460):    video 0 info: 
V/HisiMediaPlayer( 1460):      stream idx:   0 
V/HisiMediaPlayer( 1460):      format:       4 
V/HisiMediaPlayer( 1460):      w * h:        1280 * 720 
V/HisiMediaPlayer( 1460):      fps:          25.0 
V/HisiMediaPlayer( 1460):      bps:          339464 bits/s 
V/HisiMediaPlayer( 1460):      duration:     0:0:40 
V/HisiMediaPlayer( 1460):    audio 0 info: 
V/HisiMediaPlayer( 1460):      stream idx:   1 
V/HisiMediaPlayer( 1460):      format:       2 
V/HisiMediaPlayer( 1460):      samplerate:   48000 Hz 
V/HisiMediaPlayer( 1460):      bitpersample: 16 
V/HisiMediaPlayer( 1460):      channels:     2 
V/HisiMediaPlayer( 1460):      bps:          16 bits/s 
V/HisiMediaPlayer( 1460):      lang:         und 
V/HisiMediaPlayer( 1460):      subID:        -1
V/HisiMediaPlayer( 1460):      duration:     0:0:40 
V/HisiMediaPlayer( 1460): *************************************************
E/HisiSubtitle( 1460): User data style.xml file read failed!... try to read system style.xml file
E/HisiSubtitle( 1460): Subtitle system style.xml file is not parsed successfully. 
E/HisiSubtitle( 1460): Can't find Style xmlfile
V/HiMediaPlayerManage( 1460): message received msg=5, ext1=1280, ext2=720
V/HiMediaPlayerManage( 1460): New video size 1280 x 720
V/HiMediaPlayerManage( 1460): back from callback
V/HisiMediaPlayer( 1460): prepare_l get file info finish
V/HiMediaPlayerManage( 1460): message received msg=200, ext1=710, ext2=80
W/HiMediaPlayerManage( 1460): info/warning (710, 80)
W/MediaPlayer(10783): info/warning (710, 80)
V/HiMediaPlayerManage( 1460): back from callback
V/HisiMediaPlayer( 1460): setdatasource prepared,send video size
V/HiMediaPlayerManage( 1460): message received msg=5, ext1=1280, ext2=720
V/HiMediaPlayerManage( 1460): New video size 1280 x 720
V/HiMediaPlayerManage( 1460): back from callback
V/HiMediaPlayerManage( 1460): message received msg=1, ext1=0, ext2=0
V/HiMediaPlayerManage( 1460): prepared
E/MediaPlayer(10783): Should have subtitle controller already set
D/HiMW_Audio_Base( 1469): ----------Call setAvcAttr End-----------
D/HiMW_ply_tv( 1469): -----------setAvcAttr End--------
I/HiMW_ply_tv( 1469): Call tv listener!
E/HiMW_cus_set( 1469): [onAudioConfig] called
V/HiMediaPlayerManage( 1460): Call setLooping IN
V/HisiMediaPlayer( 1460): SetLooping loop[0]
V/HiMediaPlayerManage( 1460): Call setLooping IN
V/HisiMediaPlayer( 1460): SetLooping loop[0]
V/HiMediaPlayerManage( 1460): Call start IN
V/HisiMediaPlayer( 1460): SetLooping loop[0]
V/HisiMediaPlayer( 1460): SetVolume L-R [1.00  1.00]
V/HisiMediaPlayer( 1460): [SWITCH-PG ] Call HiMediaPlayer::start() IN
V/HisiMediaPlayer( 1460): HiMediaPlayer::setProcInfo,etype=1,time=0
V/HisiMediaPlayer( 1460): HiMediaPlayer::setProcInfo,etype=2,time=0
V/HisiMediaPlayer( 1460): HiMediaPlayer::setProcInfo,etype=3,time=1153941753
V/HisiMediaPlayer( 1460): HiMediaPlayer::setProcInfo,etype=4,time=0
V/HisiMediaPlayer( 1460): HiMediaPlayer::setProcInfo,etype=5,time=1153941809
V/HisiMediaPlayer( 1460): HiMediaPlayer::setProcInfo,etype=6,time=1153941938
V/HisiMediaPlayer( 1460): HiMediaPlayer::setProcInfo,etype=7,time=1153941956
V/HiMediaPlayerManage( 1460): back from callback
W/HiPlayer( 1460): [23:48:29.252] [svr_pctrl.c:5496] Get seekable result:1 
E/HisiMediaPlayer( 1460): send MEDIA_INFO_SYSTEM_MEM_SIZE event,size:1024
V/HiMediaPlayerManage( 1460): message received msg=200, ext1=1016, ext2=1024
W/HiMediaPlayerManage( 1460): info/warning (1016, 1024)
V/HiMediaPlayerManage( 1460): back from callback
V/HiMediaPlayerManage( 1460): message received msg=200, ext1=710, ext2=90
W/HiMediaPlayerManage( 1460): info/warning (710, 90)
V/HiMediaPlayerManage( 1460): back from callback
V/HisiMediaPlayer( 1460): [SWITCH-PG ] Call doStart IN
I/HiPlayer-FFMpeg( 1460): [23:48:29.253]: user ope, resume cmd(0), set bclose = 0, bstop = 0 
I/HiPlayer( 1460): [23:48:29.257] [svr_padpt.c:2478] Select cap level = 12, protocol level = 1 ,u32PixelNum:921600 
I/HiPlayer( 1460): [23:48:29.257] [svr_padpt.c:3112] curOpt.enDecType=0, enCapLevel=0, enProtocolLevel=0, newOpt.enDecType=0, enCapLevel=12, enProtocolLevel=1  
I/HiPlayer( 1460): [23:48:29.257] [svr_padpt.c:3133] Video rotate is 0, set rotate ret = 0xffffffff  
I/HiPlayer( 1460): [23:48:29.258] [svr_padpt.c:3158] open video channel 
I/HiPlayer( 1460): [23:48:29.267] [svr_padpt.c:2705] [SVR_PADPT_IfDisableFormat:2705] checking if format[(null)] should be enabled in prop[],bIsDivx:0 
I/HiPlayer( 1460): [23:48:29.267] [svr_padpt.c:3245] Set ErrCover = 0  
I/HiPlayer( 1460): [23:48:29.277] [svr_padpt.c:5543] call HI_UNF_AVPLAY_Start vid channel before  
I/HiPlayer( 1460): [23:48:29.365] [svr_padpt.c:5545] call HI_UNF_AVPLAY_Start vid channel after  
I/HiPlayer( 1460): [23:48:29.365] [svr_padpt.c:2705] [SVR_PADPT_IfDisableFormat:2705] checking if format[(null)] should be enabled in prop[],bIsDivx:0 
I/HiPlayer( 1460): [23:48:29.374] [svr_padpt.c:2839] Audio Decoder Type is 2147614721  
I/HiPlayer( 1460): [23:48:29.374] [svr_padpt.c:5559] call HI_UNF_AVPLAY_Start aud channel before  
I/HiPlayer( 1460): [23:48:29.377] [svr_padpt.c:5561] call HI_UNF_AVPLAY_Start aud channel after  
I/HiPlayer( 1460): [23:48:29.377] [svr_padpt.c:5598] padpt start using time:120 ms 
I/HiPlayer( 1460): [23:48:29.377] [svr_pctrl.c:3492] enter play unf consume 125(increase 120 for padpt start) 
I/HiPlayer( 1460): [23:48:29.377] [svr_buffer_event.c:79] Enter preroll state 
E/HiPlayer( 1460): [23:48:29.377]: [svr_pctrl.c:_SVR_PCTRL_AVSync:2993] never do seek, ret 0x0 
V/HisiMediaPlayer( 1460): [SWITCH-PG ] Receive Event: HI_SVR_PLAYER_EVENT_STATE State [HI_SVR_PLAYER_STATE_PLAY(2)]
V/HisiMediaPlayer( 1460): HiMediaPlayer::setProcInfo,etype=8,time=1153942081
V/HiMediaPlayerManage( 1460): message received msg=200, ext1=710, ext2=100
W/HiMediaPlayerManage( 1460): info/warning (710, 100)
V/HiMediaPlayerManage( 1460): back from callback
V/HisiSurfaceSetting( 1460): HI_UNF_VO_SetWindowAttr x[0] y[0] w[1920] h[1080] VideoRect x[0] y[0] w[1920] h[1080]mCvrs[6] ratio [w 0] [h 0] bUserDefAspectRatio is 0
V/HisiMediaPlayer( 1460): After updateSurfaceSetting
E/ShelterApp(10783): 开始播放视频
I/Choreographer(10783): Skipped 30 frames!  The application may be doing too much work on its main thread.
I/HiPlayer-FFMpeg( 1460): [23:48:29.378]: [SWITCH-PG ][SEEK2 ] first frame read (video), key=1, size=2251, pts=0(0), pos=15731, time=1153942082
I/HiPlayer-FFMpeg( 1460): [23:48:29.379]: [SWITCH-PG ][SEEK2 ] first frame read (video Key frame), key=1, size=2251, pts=0(0), pos=15731, time=1153942083
I/HiMediaPlayerManage( 1460): setParameter 6009
I/HiMediaPlayerManage( 1460): setParameter 6009=[.left=0.top=0.right=1920.bottom=1080]
I/HiMediaPlayerManage( 1460): setParameter info to newrect=[0,0,1920,1080]
V/HiMediaPlayerManage( 1460): Call updateVideoPosition IN
V/HiMediaPlayerManage( 1460): HiMediaPlayerManage::updateVideoPosition(0, 0, 1920, 1080)
I/HiPlayer( 1460): [23:48:29.379] [svr_padpt.c:6249] Record first pts 0 after reset padpt 
V/HisiMediaPlayer( 1460): Call HiMediaPlayer::updateSurfacePosition IN, x:y:w:h = 0:0:1920:1080 
I/HiPlayer( 1460): [23:48:29.379] [svr_pctrl.c:2675] [SWITCH-PG ][SEEK2 ] first frame vid sent,s64Pts=0, size=2251! 
V/HisiMediaPlayer( 1460): Receive Event: HI_SVR_PLAYER_EVENT_SOF 
W/MediaPlayer(10783): info/warning (1016, 1024)
W/MediaPlayer(10783): info/warning (710, 90)
W/MediaPlayer(10783): info/warning (710, 100)
I/HiPlayer-FFMpeg( 1460): [23:48:29.380]: [SWITCH-PG ][SEEK2 ] first frame read (audio), key=1, size=34, pts=0(0), pos=18652, time=1153942084
I/HiPlayer( 1460): [23:48:29.380] [svr_pctrl.c:2664] [SWITCH-PG ][SEEK2 ] first frame aud sent,s64Pts=0! 
D/ShelterApp(10783): handleMessage : msg : 1
D/ShelterApp(10783): start play ,uri is/mnt/sdcard/Shelter/data/9/SOLOMINI.mp4
D/ShelterApp(10783): start play mp4
D/ShelterApp(10783): playVideo: Url = /mnt/sdcard/Shelter/data/9/SOLOMINI.mp4
V/HiMediaPlayerManage( 1460): Call reset IN
V/HisiMediaPlayer( 1460): [SWITCH-PG ] Call HiMediaPlayer::reset() IN
V/HisiMediaPlayer( 1460): [SWITCH-PG ] HiMediaPlayer destroyHiPlayer Step 1, time is 1153942087 
I/HiPlayer( 1460): [23:48:29.383] [hi_svr_player.c:365] user invoke player pre close file function 
W/HiPlayer( 1460): [23:48:29.383] [svr_pctrl.c:5369] pctrl invoke call pre close file 
I/HiPlayer-FFMpeg( 1460): [23:48:29.383]: call pre close file, set bclose = 1 
V/HisiMediaPlayer( 1460): HiMediaPlayer destroyHiPlayer after PRE_CLOSE, time is 1153942087 
V/HisiMediaPlayer( 1460): HiMediaPlayer call HI_SVR_PLAYER_Destroy before, time is 1153942098 
E/HisiMediaPlayer( 1460): enque destroy player cmd
V/HisiMediaPlayer( 1460): Call doDestroyPlayer IN
V/HiMediaPlayerManage( 1460): message received msg=8, ext1=0, ext2=0
V/HiMediaPlayerManage( 1460): unrecognized message: (8, 0, 0)
V/HiMediaPlayerManage( 1460): back from callback
I/HiPlayer( 1460): [23:48:29.394] [hi_svr_player.c:283] call player destroy function 
W/HiPlayer( 1460): [23:48:29.394] [svr_pctrl.c:5369] pctrl invoke call pre close file 
W/HiPlayer( 1460): [23:48:29.394] [svr_pctrl.c:4739] set evt cb use 0 ms 
I/HiPlayer( 1460): [23:48:29.429] [svr_pctrl.c:3388] exit play unf consume 25(increase 25 for padpt stop) 
E/HiPlayer( 1460): [23:48:29.429]: [svr_pctrl.c:_SVR_PCTRL_FreeOldFrame:1150] get ext sub hdl fail, ret 0x0 
W/HiPlayer( 1460): [23:48:29.429] [svr_pctrl.c:3966] main thread exit 
W/HiPlayer( 1460): [23:48:29.434] [svr_pctrl.c:4765] check deinit status use 40 ms 
W/HiPlayer( 1460): [23:48:29.434] [svr_pctrl.c:4775] change goto state use 40 ms 
W/HiPlayer( 1460): [23:48:29.434] [svr_pctrl.c:4779] waite main thread exit use 40 ms 
I/HiPlayer( 1460): [23:48:29.435] [svr_padpt.c:4649] detach sound device, ret = 0x0 ! 
I/HiPlayer( 1460): [23:48:29.446] [svr_padpt.c:4664] detach window, ret = 0x0 ! 
I/HiPlayer( 1460): [23:48:29.450] [svr_padpt.c:4680] destroy so handle, ret = 0x0 ! 
I/HiPlayer( 1460): [23:48:29.470] [svr_padpt.c:4693] close vid channel, ret = 0x0 ! 
I/HiPlayer( 1460): [23:48:29.478] [svr_padpt.c:4702] close aud channel, ret = 0x0 ! 
I/HiPlayer( 1460): [23:48:29.488] [svr_padpt.c:4738] destroy avplay handle, ret = 0x0 ! 
I/HiPlayer( 1460): [23:48:29.506] [svr_padpt.c:4751] destroy window, ret = 0x0 ! 
I/HiPlayer( 1460): [23:48:29.506] [svr_pctrl.c:4795] exit play unf consume 96(increase 71 for padpt destroy) 
W/HiPlayer( 1460): [23:48:29.506] [svr_pctrl.c:4796] destroy device use 112 ms 
E/HiPlayer-FFMpeg( 1460): [23:48:29.506]: [FFMPEG_MSG][hi_svr_msg.c:459] invalid param
E/HiPlayer-FFMpeg( 1460): [23:48:29.507]: [FFMPEG_MSG][hi_svr_msg.c:585] invalid param
I/HiPlayer-FFMpeg( 1460): [23:48:29.507]: FFMPEG_MSG_DeInit finish
W/HiPlayer( 1460): [23:48:29.510] [svr_pctrl.c:4799] close all file use 116 ms 
W/HiPlayer( 1460): [23:48:29.510] [svr_pctrl.c:4813] [SWITCH-PG ] destroy hiplayer totol time is 116 ms 
V/HisiMediaPlayer( 1460): HiMediaPlayer call HI_SVR_PLAYER_Destroy after, time is 1153942215 
V/HisiMediaPlayer( 1460): begin destroy mCmdQueue 1153942215 
V/HisiMediaPlayer( 1460): signal thread out
V/HisiMediaPlayer( 1460): sched_thread out
V/HisiMediaPlayer( 1460): HiMediaPlayer::CommandQueue() deconstruct
V/HisiMediaPlayer( 1460): finish destroy mCmdQueue 1153942215 
V/HisiSubManager( 1460): Call cleanSubMem IN
V/HisiMediaPlayer( 1460): HiMediaPlayer destroyHiPlayer Step 2, time is 1153942215 
V/HisiMediaPlayer( 1460): HiMediaPlayer destroyHiPlayer Step 3, time is 1153942215 
V/HisiMediaPlayer( 1460): HiMediaPlayer destroyHiPlayer Step 4, time is 1153942215 
V/HisiMediaPlayer( 1460): HiMediaPlayer destroyHiPlayer Step 5
I/HisiMediaPlayer( 1460): Reset to 2d
E/HiMediaPlayerManage( 1460): mLockThreadId RESET LOCAL ID IS -1274403072
V/HiMediaPlayerManage( 1460): Call reset IN
E/HiMediaPlayerManage( 1460): mLockThreadId RESET LOCAL ID IS -1225679892
V/HiMediaPlayerManage( 1460): Call ~HiMediaPlayerManage IN
V/HisiMediaPlayer( 1460): [SWITCH-PG ] HiMediaPlayer destructor start
V/HisiMediaPlayer( 1460): HiMediaPlayer::setProcInfo,etype=11,time=1153942216
V/HisiMediaPlayer( 1460): [SWITCH-PG ] HiMediaPlayer destructor Finish
V/HiMediaPlayerManage( 1460): Call HiMediaPlayerManage IN
V/HiMediaPlayerManage( 1460): Create HiPlayer
V/HisiMediaPlayer( 1460): [SWITCH-PG ] HiMediaPlayer construct
E/HisiMediaPlayer( 1460): initDevice IN
V/HisiMediaPlayer( 1460): initMediaDevice IN
E/HisiMediaPlayer( 1460): !!! some audio codec NOT found. you may NOT able to decode some audio type.
E/HI_VDEC ( 1460): [735519437 ERROR-HI_VDEC]:HI_CODEC_RegisterLib[408]:Register libHV.VIDEO.FFMPEG_VDEC.decode.so fail:Had been registered.
V/HisiMediaPlayer( 1460): HiMediaSystem::initPlayer() OK inst num [36]
V/HisiMediaPlayer( 1460): [SWITCH-PG ] initResource consume: 4 ms,sdk use:4 ms
V/HiMediaPlayerManage( 1460): initCheck
V/HiMediaPlayerManage( 1460): HiMediaPlayerManage setAudioSink
V/HisiMediaPlayer( 1460): Call HiMediaPlayer::setAudioSink IN
D/HisiMediaPlayer( 1460): do not use audio sink output for hiplayer
V/HiMediaPlayerManage( 1460): Call setDataSource IN
V/HiMediaPlayerManage( 1460): setDataSource(27, 0, 2097152)
V/HiMediaPlayerManage( 1460): st_dev  = 18
V/HiMediaPlayerManage( 1460): st_mode = 33273
V/HiMediaPlayerManage( 1460): st_uid  = 1023
V/HiMediaPlayerManage( 1460): st_gid  = 1028
V/HiMediaPlayerManage( 1460): st_size = 2097152
V/HisiMediaPlayer( 1460): [SWITCH-PG ] HiMediaPlayer::setDataSource fd[27] offset[0] length[2097152]
V/HisiMediaPlayer( 1460): HiMediaPlayer::setProcInfo,etype=3,time=1153942221
V/HisiMediaPlayer( 1460): mMediaParam.aszUrl is: /storage/sdcard/Shelter/data/9/SOLOMINI.mp4::offset=0::length=2097152::fd=32
V/HiMediaPlayerManage( 1460): message received msg=200, ext1=710, ext2=10
W/HiMediaPlayerManage( 1460): info/warning (710, 10)
V/HiMediaPlayerManage( 1460): back from callback
E/MediaPlayer(10783): call setDataSource function 
D/MediaPlayer(10783): call setDataSource function 
I/HiMediaPlayerManage( 1460): setParameter 6009
I/HiMediaPlayerManage( 1460): setParameter 6009=[.left=0.top=0.right=1920.bottom=1080]
I/HiMediaPlayerManage( 1460): setParameter info to newrect=[0,0,1920,1080]
V/HiMediaPlayerManage( 1460): Call updateVideoPosition IN
V/HiMediaPlayerManage( 1460): HiMediaPlayerManage::updateVideoPosition(0, 0, 1920, 1080)
V/HisiMediaPlayer( 1460): Call HiMediaPlayer::updateSurfacePosition IN, x:y:w:h = 0:0:1920:1080 
V/HisiSurfaceSetting( 1460): HiMediaPlayer::surfaceSetting::init
V/HisiSurfaceSetting( 1460): init mCvrs is 6
